index,Company,TypeName,inches,resolution_width,resolution_height,touchscreen,cpu_name,cpu_brand,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
861,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.60,8,SSD,256,0,AMD,windows,1.84,71874.72
862,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,4,SSD,128,0,Intel,windows,1.05,68464.8
863,Lenovo,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,N/A,2.5,54185.76
864,Dell,Ultrabook,13.30,3200,1800,1,"Core i7",Intel,2.50,16,SSD,512,0,Intel,windows,1.29,119347.2
865,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,2.07,48484.8
866,Toshiba,Ultrabook,13.30,1366,768,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.2,58341.6
867,Lenovo,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.37,103896
868,Acer,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.56,48058.56
869,Dell,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,windows,2.23,94731.84
870,Lenovo,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,2.38,56210.4
871,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,N/A,2.2,25521.12
872,Toshiba,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,2.0,73952.64
873,Lenovo,Notebook,13.30,1920,1080,0,"Core i3",Intel,2.40,4,SSD,180,0,Intel,windows,1.44,39160.8
874,Samsung,Ultrabook,15.00,1920,1080,0,"Core i7",Intel,2.70,16,SSD,256,0,Nvidia,windows,1.23,98514.72
875,Dell,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Intel,windows,1.6,90043.2
876,Asus,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,1024,0,Intel,linux,2,21258.1872
877,Xiaomi,Ultrabook,13.30,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Nvidia,windows,1.28,49816.8
878,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,Hybrid,128,1024,Nvidia,windows,2.18,48618
879,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,2.04,44701.92
880,HP,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,1.28,90576
881,HP,"2 in 1 Convertible",15.60,1366,768,1,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,2.3,36486.144
882,Asus,Notebook,14.10,1366,768,0,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.65,18541.44
883,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.50,8,HDD,1024,0,Nvidia,windows,2.2,35644.32
884,Dell,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.60,4,HDD,500,0,Intel,windows,2.2,19660.32
885,HP,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,1.28,95850.72
886,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,linux,2.18,24279.696
887,Asus,Gaming,17.30,1920,1080,0,"Core i5",Intel,2.50,12,Hybrid,128,1024,Nvidia,windows,2.2,72988.272
888,Acer,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",32,0,Intel,Other,1.25,15824.16
889,Lenovo,Notebook,17.30,1600,900,0,"A4-Series 7210",AMD,2.20,4,HDD,500,0,AMD,windows,2.8,20193.12
890,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,4,SSD,128,0,Intel,windows,1.95,67399.2
891,HP,"2 in 1 Convertible",13.30,3200,1800,1,"Core i7",Intel,2.70,16,SSD,256,0,Intel,windows,1.42,74538.72
892,Samsung,Ultrabook,15.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.17,90522.72
893,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.32,95850.72
894,MSI,Gaming,17.30,3840,2160,0,"Core i7",Intel,2.60,16,Hybrid,512,2048,Nvidia,windows,2.43,141138.72
895,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.05,78588
896,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,linux,2.62,49497.12
897,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,Nvidia,windows,2.04,47952
898,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,windows,2.18,32713.92
899,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.60,8,HDD,500,0,Intel,windows,1.9,49816.8
900,Dell,"2 in 1 Convertible",13.30,3200,1800,1,"Core i7",Intel,1.30,8,SSD,512,0,Intel,windows,1.24,107257.968
901,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.70,32,SSD,256,256,Nvidia,windows,3.58,68145.12
902,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,1.30,16,SSD,256,0,Intel,windows,1.22,87858.72
903,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,"Flash Storage",256,0,Intel,windows,1.13,109170.72
904,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,512,0,Intel,windows,1.95,104588.1072
905,LG,Ultrabook,15.60,1920,1080,1,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.08,111834.72
906,HP,Netbook,12.50,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.26,79014.24
907,Acer,Notebook,15.60,1920,1080,0,"Celeron Dual",Intel,1.50,4,"Flash Storage",16,0,Intel,Other,2.20,19127.52
908,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,8,Hybrid,128,1024,Nvidia,windows,2.6,42037.92
909,LG,Ultrabook,14.00,1920,1080,1,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,0.98,101178.72
910,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.80,8,SSD,256,0,Intel,windows,1.6,64202.4
911,HP,Ultrabook,12.50,3840,2160,1,"Core M",Intel,1.20,8,SSD,240,0,Intel,windows,1.09,165168
912,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,6,SSD,256,0,Nvidia,windows,2.2,42037.92
913,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,2.04,54291.7872
914,Acer,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.40,4,HDD,1024,0,Intel,windows,2.4,26586.72
915,Lenovo,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,4,SSD,128,0,Intel,windows,1.44,46939.68
916,HP,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.49,51148.8
917,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.7,85194.72
918,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,128,1024,Nvidia,windows,2.6,71874.72
919,MSI,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,windows,2.2,59668.8048
920,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,1024,0,AMD,windows,2.18,36496.2672
921,HP,Ultrabook,15.60,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,AMD,windows,1.84,69103.6272
924,Lenovo,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,8,SSD,512,0,Intel,windows,1.37,97236
925,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,1.95,38889.072
926,Lenovo,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.36,87912
927,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,2.31,62071.2
928,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,1024,0,Intel,windows,2.18,37725.4368
929,HP,Notebook,14.00,1366,768,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,1.95,61218.72
930,Lenovo,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,1024,0,Intel,windows,2.2,16463.52
931,HP,Ultrabook,12.50,1920,1080,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,1.26,84129.12
932,HP,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,1024,0,Intel,N/A,1.86,15392.592
933,Lenovo,"2 in 1 Convertible",13.30,3200,1800,1,"Core i7",Intel,2.20,16,SSD,1024,0,Intel,windows,1.3,95850.72
934,Toshiba,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,4,SSD,128,0,Intel,windows,1.47,58874.4
935,HP,Netbook,12.50,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.26,88924.32
936,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,windows,2.18,29762.208
937,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.2,63882.72
939,Dell,Gaming,17.30,2560,1440,0,"Core i7",Intel,2.70,16,Hybrid,512,1024,Nvidia,windows,4.36,146946.24
940,HP,Gaming,17.30,1920,1080,0,"Core i5",Intel,2.30,8,Hybrid,128,1024,Nvidia,windows,2.75,74538.72
941,Asus,Notebook,17.30,1600,900,0,"Pentium Quad",Intel,1.60,4,HDD,1024,0,Nvidia,windows,2.8,28238.4
942,Acer,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,2.23,32980.32
943,Toshiba,Notebook,15.60,1366,768,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,2.2,59620.32
944,Lenovo,"2 in 1 Convertible",11.30,1920,1080,1,"Core M",Intel,1.20,8,SSD,256,0,Intel,windows,1.1,69210.72
945,Lenovo,Gaming,15.60,1920,1080,0,"FX 8800P",AMD,2.10,16,Hybrid,512,1024,AMD,windows,2.5,53226.72
946,Dell,Ultrabook,12.50,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.36,78438.816
947,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,Nvidia,N/A,2.2,36496.8
948,Dell,Notebook,17.30,1600,900,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,windows,2.36,35111.52
949,Acer,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",32,0,Intel,Other,1.68,18594.72
950,HP,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,8,0,Nvidia,windows,2.0,119826.72
951,Dell,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Intel,windows,1.36,94572
952,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.2,77788.8
953,Asus,"2 in 1 Convertible",12.50,1920,1080,0,"Core M",Intel,1.20,8,"Flash Storage",64,0,Intel,Other,1.2,61751.52
954,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.60,8,SSD,256,0,Intel,windows,1.7,79333.3872
955,Dell,Gaming,17.30,3840,2160,0,"Core i7",Intel,2.80,16,Hybrid,512,1024,Nvidia,windows,4.36,168045.12
956,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,1.20,8,SSD,256,0,Intel,windows,1.24,101178.72
957,HP,"2 in 1 Convertible",11.60,1366,768,1,"Pentium Quad",Intel,1.10,4,SSD,256,0,Intel,windows,1.45,41292
958,Dell,Ultrabook,13.30,3200,1800,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.3,67559.04
959,Acer,"2 in 1 Convertible",11.60,1366,768,1,"Celeron Dual",Intel,1.60,4,"Flash Storage",32,0,Intel,Other,1.25,20725.92
960,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.40,8,SSD,256,0,Intel,windows,1.2,81784.8
961,Lenovo,Ultrabook,12.50,1920,1080,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,1.36,93772.8
962,Acer,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,12,Hybrid,128,1024,Nvidia,windows,2.4,53759.52
963,Toshiba,Ultrabook,12.50,1920,1080,1,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.1,95371.2
964,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,windows,2.04,45101.52
965,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,linux,2.25,24808.2336
966,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,1.9,43956
967,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.40,4,HDD,500,0,Intel,windows,2.04,36496.8
968,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,32,Hybrid,256,1024,Nvidia,windows,4.42,167778.72
969,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,6,SSD,256,0,Nvidia,windows,2.4,37029.6
970,Dell,"2 in 1 Convertible",13.30,3200,1800,1,"Core i7",Intel,1.30,16,SSD,512,0,Intel,windows,1.22,101178.72
971,Dell,Ultrabook,14.00,2560,1440,1,"Core i7",Intel,2.60,8,SSD,256,0,Intel,windows,1.5,104587.5744
972,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.60,32,Hybrid,256,1024,Nvidia,windows,4.42,149184
973,Toshiba,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.95,62870.4
974,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.73,109218.672
975,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.70,8,Hybrid,128,1024,Nvidia,windows,2.04,52161.12
976,Lenovo,Notebook,14.00,1366,768,0,"Core i5",Intel,2.30,4,Hybrid,508,0,Intel,windows,1.70,53386.56
977,Asus,"2 in 1 Convertible",15.60,3840,2160,1,"Core i7",Intel,2.70,16,Hybrid,512,2048,Nvidia,windows,2.3,95850.72
979,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.99,93186.72
980,Dell,"2 in 1 Convertible",15.60,1920,1080,1,"Core i7",Intel,2.70,12,SSD,512,0,Intel,windows,2.19,69210.72
981,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.30,4,SSD,128,0,Intel,windows,1.2,63669.6
982,Lenovo,Notebook,15.60,1920,1080,0,"A12-Series 9720P",AMD,3.60,6,SSD,256,0,AMD,windows,2.2,29250.72
983,Fujitsu,Notebook,15.60,1366,768,0,"Core i5",Intel,2.30,4,SSD,256,0,Intel,windows,2.3,34578.72
984,Toshiba,Notebook,14.00,1366,768,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,1.75,48751.2
985,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,AMD,windows,2.25,31914.72
986,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,2.04,42943.68
987,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.5,63349.92
988,Dell,Notebook,15.60,1366,768,0,"Core i7",Intel,2.70,8,HDD,1024,0,AMD,windows,2.36,39906.72
989,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,128,0,Intel,windows,1.6,59620.32
990,HP,Netbook,12.50,1920,1080,0,"Core M",Intel,1.20,8,SSD,512,0,Intel,windows,0.97,101658.24
991,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,Hybrid,128,1024,AMD,windows,2.1,26586.72
992,Lenovo,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,4,SSD,128,0,Intel,N/A,1.9,14418.6336
993,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,2.3,71874.72
995,Asus,Notebook,13.30,3200,1800,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.4,61272
996,HP,Ultrabook,13.30,1920,1080,1,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.11,71874.72
997,Acer,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,500,0,Intel,windows,2.4,20246.4
998,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.5,95850.72
999,HP,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.48,111301.92
1000,Acer,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.7,67132.8
1001,HP,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.34,63349.92
1002,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.40,4,SSD,128,0,Intel,windows,2.18,29144.16
1003,HP,Notebook,14.00,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,1.64,41505.12
1004,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.30,4,SSD,128,0,Intel,windows,1.2,63669.6
1005,HP,Notebook,14.00,1366,768,0,"Core i5",Intel,2.40,4,SSD,256,0,Intel,windows,1.48,58607.4672
1006,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,1.95,64202.4
1007,HP,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.60,8,SSD,256,0,Intel,windows,1.43,77202.72
1008,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,1.64,55904.5728
1009,HP,Notebook,14.00,1366,768,0,"Core i3",Intel,2.40,4,HDD,500,0,Intel,windows,1.64,36443.52
1010,Dell,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,1024,0,Nvidia,windows,2.65,50562.72
1011,HP,Ultrabook,12.50,1920,1080,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,1.26,81997.92
1012,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,1.48,84715.2
1013,HP,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.54,100550.5488
1014,HP,Notebook,13.30,1366,768,0,"Core i3",Intel,2.40,4,HDD,500,0,Intel,windows,1.49,42624
1015,Toshiba,Notebook,13.30,1366,768,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.5,64468.8
1016,HP,Notebook,15.60,1366,768,0,"Core i3",Intel,2.40,4,SSD,256,0,Intel,windows,2.04,41025.0672
1017,Lenovo,Notebook,17.30,3840,2160,0,"Core i7",Intel,2.70,16,SSD,512,0,Nvidia,windows,2.4,158135.04
1018,Toshiba,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.47,79387.2
1019,HP,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.43,118761.12
1020,Dell,"2 in 1 Convertible",15.60,1920,1080,1,"Core i3",Intel,2.30,4,HDD,1024,0,Intel,windows,2.08,42410.3472
1021,Toshiba,Ultrabook,13.30,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.2,84715.2
1022,HP,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.11,61218.72
1023,HP,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,1.64,63159.7104
1024,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.40,8,HDD,500,0,Intel,windows,2.09,55754.3232
1025,HP,Ultrabook,12.50,1366,768,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,1.26,83063.52
1026,HP,Notebook,14.00,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,2.31,63349.92
1027,HP,Notebook,14.00,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,1.95,56476.8
1028,Dell,Ultrabook,13.30,3200,1800,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.29,86526.72
1029,HP,Notebook,17.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.63,57542.4
1030,HP,Notebook,14.00,1366,768,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,1.64,51841.44
1031,Acer,Notebook,15.60,1366,768,0,"A9-Series 9420",AMD,3.00,6,HDD,1024,0,AMD,windows,2.1,21791.52
1032,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.7,63499.104
1033,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.95,63669.6
1034,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.84,65480.5872
1035,HP,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.26,71874.72
1036,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,2.04,39533.76
1037,Toshiba,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.60,8,SSD,256,0,Intel,windows,1.47,91908
1038,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.40,8,SSD,256,0,Intel,windows,2.09,56633.976
1039,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.64,53839.9728
1040,Lenovo,"2 in 1 Convertible",15.60,1920,1080,1,"Core i7",Intel,2.50,4,SSD,256,0,Intel,windows,1.8,45128.16
1041,Vero,Notebook,14.00,1366,768,0,"Atom X5-Z8350",Intel,1.44,2,"Flash Storage",32,0,Intel,windows,1.45,11231.424
1042,Toshiba,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.50,16,SSD,256,0,Nvidia,windows,2.4,75924
1043,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,2.3,55922.688
1044,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,1.54,53280
1045,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.40,8,Hybrid,256,500,Intel,windows,1.84,112065.9552
1046,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.43,78268.32
1047,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.70,16,Hybrid,256,1024,Nvidia,windows,3.78,82351.6992
1048,Lenovo,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.60,16,Hybrid,128,1024,Nvidia,windows,4.6,122010.6672
1049,Asus,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",16,0,Intel,Other,1.2,15339.312
1050,Lenovo,Notebook,14.00,2560,1440,0,"Core i7",Intel,2.60,16,SSD,256,0,Intel,windows,1.1,139593.6
1051,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,Nvidia,windows,1.91,52161.12
1052,Dell,"2 in 1 Convertible",15.60,1920,1080,1,"Core i5",Intel,2.70,8,SSD,256,0,Intel,windows,2.3,58288.32
1053,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,2.04,52161.12
1054,Dell,Ultrabook,13.30,3200,1800,1,"Core i7",Intel,2.70,16,SSD,1024,0,Intel,windows,1.2,120093.12
1055,HP,Notebook,15.60,1366,768,0,"Core i3",Intel,2.30,4,HDD,500,0,Intel,windows,2.31,37570.392
1056,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,N/A,1.96,26586.72
1057,Acer,Notebook,15.60,1366,768,0,"A8-Series 7410",AMD,2.20,8,HDD,1024,0,AMD,windows,2.4,23922.72
1058,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.70,12,SSD,256,0,Intel,windows,1.6,69210.72
1059,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.60,16,Hybrid,256,1024,Nvidia,windows,2.94,96916.32
1061,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.60,16,HDD,1024,0,Nvidia,N/A,4,53173.44
1062,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,HDD,1024,0,Intel,windows,2.25,29783.52
1063,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,16,HDD,2048,0,AMD,windows,2.32,52746.6672
1064,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.60,16,Hybrid,256,1024,Nvidia,windows,1.8,102777.12
1065,Dell,Ultrabook,13.30,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.29,77682.24
1066,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.70,64,SSD,1024,0,Nvidia,windows,3.58,211788
1067,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.62,42517.9728
1068,Dell,Gaming,15.60,3840,2160,0,"Core i7",Intel,2.60,16,Hybrid,256,1024,Nvidia,windows,3.21,70809.12
1069,Apple,Ultrabook,12.00,2304,1440,0,"Core M",Intel,1.10,8,"Flash Storage",256,0,Intel,macos,0.920,69264
1070,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.30,4,HDD,500,0,Intel,windows,2.06,25679.8944
1071,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,2.31,63882.72
1072,HP,Ultrabook,12.50,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.26,63882.72
1073,HP,Notebook,13.30,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.49,58075.2
1074,Lenovo,Ultrabook,12.50,1920,1080,1,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.3,91294.7472
1075,Lenovo,Notebook,17.30,1600,900,0,"Core i5",Intel,2.30,8,HDD,1024,0,AMD,windows,3.0,35111.52
1076,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,4,HDD,1024,0,Nvidia,windows,2.3,52054.56
